Sample	berger_parker	buzas_gibson	chao1	dominance	equitability	jost	jost1	reads	richness	robbins	simpson	shannon_e	shannon_2	shannon_10
ERR3617771	0.102	0.00294	325.8	0.969	0.710	40.6	58.8	20021.0	310.0	0.379	0.0315	4.07	5.88	1.77
ERR3617772	0.0743	0.00247	297.6	0.964	0.688	33.8	49.4	19991.0	289.0	0.300	0.0364	3.90	5.63	1.69
ERR3617773	0.106	0.00203	277.1	0.953	0.661	26.6	40.7	20000.0	272.0	0.282	0.0473	3.71	5.35	1.61
ERR3617774	0.147	0.00265	429.2	0.952	0.655	29.5	53.0	20007.0	428.0	0.231	0.0479	3.97	5.73	1.72
ERR3617775	0.124	0.00249	400.1	0.952	0.653	28.5	49.8	19980.0	397.0	0.269	0.0481	3.91	5.64	1.70
ERR3617776	0.0838	0.00337	424.1	0.967	0.696	40.3	67.0	19898.0	420.0	0.273	0.0334	4.21	6.07	1.83
ERR3617777	0.106	0.00325	383.3	0.964	0.702	38.6	64.9	19946.0	381.0	0.264	0.0363	4.17	6.02	1.81
ERR3617778	0.184	0.00188	305.8	0.933	0.634	21.2	37.5	19962.0	304.0	0.262	0.0666	3.63	5.23	1.57
ERR3617779	0.147	0.00207	307.4	0.946	0.651	25.0	41.2	19931.0	302.0	0.294	0.0543	3.72	5.37	1.62
ERR3617780	0.176	0.0036	580.1	0.953	0.675	34.8	72.3	20057.0	565.0	0.369	0.0471	4.28	6.18	1.86
ERR3617781	0.133	0.00145	184.4	0.936	0.647	19.7	28.9	19988.0	182.0	0.230	0.0635	3.36	4.85	1.46
ERR3617782	0.173	0.00146	232.1	0.931	0.622	18.8	29.1	19967.0	226.0	0.278	0.0686	3.37	4.86	1.46
ERR3617783	0.169	0.00194	242.1	0.943	0.667	23.7	38.7	19980.0	240.0	0.212	0.0574	3.66	5.27	1.59
ERR3617784	0.102	0.00286	398.5	0.964	0.676	36.5	57.0	19953.0	396.0	0.312	0.0355	4.04	5.83	1.76
ERR3617785	0.0797	0.0035	323.9	0.974	0.736	48.2	69.9	19997.0	320.0	0.218	0.0265	4.25	6.13	1.84
ERR3617786	0.186	0.00194	445.6	0.932	0.602	20.8	39.0	20077.0	440.0	0.388	0.068	3.66	5.29	1.59
ERR3617787	0.084	0.00466	424.9	0.978	0.750	61.0	93.2	19996.0	422.0	0.246	0.0221	4.53	6.54	1.97
ERR3617788	0.142	0.0031	450.7	0.957	0.677	34.0	62.0	19993.0	445.0	0.309	0.0427	4.13	5.95	1.79
ERR3617789	0.0981	0.00294	377.3	0.962	0.687	35.4	58.7	19980.0	376.0	0.247	0.0382	4.07	5.87	1.77
ERR3617790	0.174	0.00345	447.0	0.956	0.694	36.0	68.9	19976.0	446.0	0.190	0.0443	4.23	6.11	1.84
ERR3617791	0.065	0.00407	346.8	0.978	0.753	56.3	81.1	19941.0	343.0	0.192	0.0223	4.40	6.34	1.91
ERR3617792	0.106	0.00233	342.5	0.954	0.658	28.7	46.4	19943.0	341.0	0.260	0.0459	3.84	5.54	1.67
ERR3617793	0.110	0.00238	289.5	0.958	0.682	31.1	47.6	19989.0	288.0	0.249	0.0418	3.86	5.57	1.68
ERR3617794	0.153	0.00274	368.9	0.954	0.678	31.5	54.7	19959.0	367.0	0.266	0.0459	4.00	5.77	1.74
ERR3617795	0.0841	0.00307	379.3	0.967	0.695	39.1	61.3	19986.0	374.0	0.277	0.0334	4.12	5.94	1.79
ERR3617796	0.0753	0.00318	417.5	0.969	0.692	40.9	63.5	19983.0	402.0	0.345	0.0315	4.15	5.99	1.80
ERR3617797	0.137	0.00283	360.3	0.956	0.686	32.2	56.4	19945.0	357.0	0.243	0.0441	4.03	5.82	1.75
ERR3617798	0.129	0.00283	461.2	0.956	0.659	32.0	56.7	19985.0	457.0	0.349	0.0439	4.04	5.82	1.75
ERR3617799	0.0833	0.00274	399.9	0.965	0.670	35.8	54.7	19981.0	393.0	0.358	0.0353	4.00	5.77	1.74
ERR3617800	0.0725	0.00368	430.1	0.972	0.710	46.9	73.7	19996.0	426.0	0.276	0.0281	4.30	6.20	1.87
ERR3617801	0.073	0.00478	488.0	0.979	0.737	62.3	95.4	19960.0	486.0	0.244	0.0211	4.56	6.58	1.98
ERR3617802	0.234	0.00217	385.9	0.928	0.635	21.9	43.5	20024.0	381.0	0.327	0.0722	3.77	5.44	1.64
ERR3617803	0.120	0.00335	407.0	0.964	0.700	39.3	67.2	20056.0	407.0	0	0.0357	4.21	6.07	1.83
ERR3617804	0.0907	0.00433	538.0	0.975	0.712	53.9	86.6	19974.0	528.0	0.355	0.025	4.46	6.44	1.94
ERR3617805	0.231	0.00206	447.5	0.928	0.610	21.1	41.3	20043.0	446.0	0.333	0.0725	3.72	5.37	1.62
ERR3617806	0.0897	0.0029	428.9	0.963	0.672	35.0	57.9	19966.0	421.0	0.320	0.0374	4.06	5.86	1.76
ERR3617807	0.137	0.00278	551.7	0.951	0.642	29.6	55.6	19997.0	525.0	0.445	0.0487	4.02	5.80	1.75
ERR3617808	0.205	0.00233	416.4	0.935	0.637	23.2	46.4	19914.0	415.0	0.260	0.0654	3.84	5.54	1.67
ERR3617809	0.354	0.00115	520.8	0.817	0.500	8.07	22.8	19942.0	519.0	0.281	0.183	3.13	4.51	1.36
ERR3617810	0.0994	0.00213	369.6	0.954	0.636	27.5	42.6	19981.0	364.0	0.367	0.046	3.75	5.41	1.63
ERR3617811	0.207	0.00184	306.6	0.932	0.632	21.1	36.7	19973.0	299.0	0.287	0.0675	3.60	5.20	1.56
ERR3617812	0.137	0.00261	469.8	0.953	0.643	29.8	52.0	19964.0	467.0	0.350	0.0465	3.95	5.70	1.72
ERR3617813	0.0912	0.00292	410.5	0.966	0.678	37.6	58.3	19955.0	404.0	0.338	0.0341	4.07	5.87	1.77
ERR3617814	0.124	0.00279	422.3	0.962	0.665	34.7	55.6	19950.0	420.0	0.287	0.0379	4.02	5.80	1.75
ERR3617815	0.037	0.00914	783.0	0.989	0.781	116.6	181.9	19898.0	781.0	0.248	0.0113	5.20	7.51	2.26
ERR3617816	0.288	0.00294	705.9	0.906	0.622	19.5	58.8	19980.0	703.0	0.286	0.094	4.07	5.88	1.77
ERR3672351	0.0835	0.00479	537.1	0.977	0.727	59.9	95.6	19946.0	532.0	0.353	0.0227	4.56	6.58	1.98
ERR3672352	0.140	0.00258	457.6	0.949	0.645	27.9	51.6	19980.0	452.0	0.377	0.051	3.94	5.69	1.71
ERR3672353	0.0745	0.00392	449.5	0.973	0.715	48.9	78.1	19910.0	443.0	0.324	0.0273	4.36	6.29	1.89
ERR3672354	0.120	0.00306	493.2	0.960	0.666	34.8	61.2	19968.0	483.0	0.393	0.0404	4.11	5.93	1.79
ERR3672355	0.0941	0.00335	452.0	0.967	0.688	41.3	66.9	19967.0	449.0	0.351	0.0326	4.20	6.06	1.83
ERR3672356	0.172	0.000909	265.5	0.894	0.521	11.6	18.1	19931.0	261.0	0.469	0.106	2.90	4.18	1.26
ERR3672357	0.211	0.0015	358.8	0.923	0.581	17.7	30.0	19970.0	349.0	0.480	0.0773	3.40	4.91	1.48
ERR3672358	0.187	0.000965	257.1	0.909	0.549	13.3	19.3	19967.0	218.0	0.525	0.0908	2.96	4.27	1.28
ERR3672359	0.187	0.00252	424.2	0.937	0.649	24.4	50.3	19934.0	420.0	0.330	0.0635	3.92	5.65	1.70
ERR3672360	0.164	0.00238	398.2	0.944	0.646	25.5	47.4	19942.0	393.0	0.327	0.0558	3.86	5.57	1.68
ERR3672361	0.208	0.00108	294.0	0.902	0.544	13.2	21.6	19963.0	283.0	0.479	0.0985	3.07	4.43	1.33
ERR3672362	0.256	0.000994	369.0	0.868	0.507	10.4	19.9	19980.0	363.0	0.495	0.132	2.99	4.31	1.30
ERR3672363	0.323	0.000601	173.6	0.842	0.487	7.94	12.0	19941.0	165.0	0.476	0.158	2.48	3.58	1.08
ERR3672364	0.183	0.00261	436.8	0.946	0.651	27.9	52.0	19956.0	434.0	0.356	0.0537	3.95	5.70	1.72
ERR3672365	0.153	0.0036	516.7	0.959	0.687	37.4	71.8	19963.0	505.0	0.401	0.0415	4.27	6.17	1.86
ERR3672366	0.141	0.00299	462.9	0.957	0.667	33.3	59.7	19939.0	460.0	0.336	0.0428	4.09	5.90	1.78
ERR3672367	0.145	0.00237	450.9	0.945	0.633	25.6	47.3	19980.0	444.0	0.393	0.0551	3.86	5.56	1.68
ERR3672368	0.463	0.000232	186.5	0.649	0.296	3.23	4.63	19968.0	178.0	0.575	0.351	1.53	2.21	0.666
ERR3672369	0.319	0.00157	496.8	0.879	0.557	13.1	31.3	19962.0	486.0	0.448	0.121	3.44	4.97	1.50
ERR3672370	0.178	0.00212	463.8	0.935	0.612	22.0	42.4	19962.0	455.0	0.423	0.0654	3.75	5.40	1.63
ERR3672371	0.0928	0.0045	484.7	0.977	0.729	58.5	89.8	19955.0	479.0	0.358	0.023	4.50	6.49	1.95
ERR3672372	0.207	0.00263	503.5	0.938	0.637	25.4	52.4	19966.0	502.0	0.300	0.0615	3.96	5.71	1.72
ERR3672373	0.214	0.00186	510.4	0.912	0.582	17.0	37.2	19981.0	500.0	0.437	0.0883	3.62	5.22	1.57
ERR3672374	0.363	0.00103	407.8	0.832	0.504	8.70	20.6	19948.0	404.0	0.311	0.168	3.03	4.37	1.31
ERR3672375	0.123	0.00167	357.8	0.943	0.597	22.0	33.4	19988.0	356.0	0.403	0.0569	3.51	5.06	1.52
ERR3672376	0.170	0.00179	361.8	0.942	0.618	22.7	35.9	20014.0	329.0	0.467	0.0584	3.58	5.17	1.56
ERR3672377	0.171	0.00259	486.9	0.944	0.638	26.3	51.6	19947.0	483.0	0.362	0.0559	3.94	5.69	1.71
ERR3672378	0.138	0.00276	396.9	0.954	0.671	31.2	54.9	19909.0	392.0	0.303	0.0456	4.00	5.78	1.74
ERR3672379	0.176	0.00165	274.0	0.935	0.624	20.5	32.9	19945.0	271.0	0.331	0.0646	3.49	5.04	1.52
ERR3672380	0.295	0.00121	284.0	0.887	0.567	12.8	24.2	19945.0	275.0	0.370	0.113	3.19	4.60	1.38
ERR3672381	0.218	0.0017	221.2	0.931	0.654	20.4	33.9	19919.0	219.0	0.209	0.0693	3.52	5.08	1.53
ERR3672382	0.0862	0.00636	720.3	0.980	0.738	72.1	127.8	20086.0	717.0	0.318	0.0203	4.85	7.00	2.11
ERR3672383	0.138	0.00372	528.1	0.966	0.689	43.2	74.2	19964.0	517.0	0.392	0.034	4.31	6.21	1.87
ERR3672384	0.205	0.00304	546.4	0.943	0.656	28.7	60.9	19996.0	525.0	0.411	0.0569	4.11	5.93	1.78
ERR3672385	0.125	0.00301	473.1	0.960	0.667	35.0	60.2	19982.0	466.0	0.403	0.0397	4.10	5.91	1.78
ERR3672386	0.753	0.000176	214.0	0.426	0.241	2.10	3.52	19981.0	184.0	0.670	0.574	1.26	1.82	0.547
ERR3672387	0.158	0.00224	459.1	0.944	0.621	24.8	44.7	19956.0	456.0	0.387	0.0561	3.80	5.48	1.65
ERR3672389	0.552	0.000441	261.5	0.679	0.392	4.27	8.80	19966.0	258.0	0.467	0.321	2.17	3.14	0.945
ERR3672390	0.359	0.000687	284.0	0.819	0.466	7.41	13.7	19968.0	276.0	0.505	0.181	2.62	3.78	1.14
ERR3672391	0.431	0.000686	277.5	0.789	0.468	6.76	13.7	19981.0	270.0	0.472	0.211	2.62	3.78	1.14
ERR3672392	0.106	0.00344	460.1	0.969	0.692	42.8	68.7	19943.0	452.0	0.364	0.0315	4.23	6.10	1.84
ERR3672393	0.0463	0.0057	583.0	0.984	0.745	77.4	114.0	20015.0	577.0	0.358	0.0164	4.74	6.83	2.06
ERR3672394	0.170	0.00342	423.1	0.957	0.701	36.4	68.1	19912.0	413.0	0.283	0.0431	4.22	6.09	1.83
ERR3672395	0.201	0.00289	445.9	0.944	0.666	28.6	57.7	19933.0	442.0	0.307	0.056	4.05	5.85	1.76
ERR3672396	0.0839	0.00439	521.2	0.975	0.716	54.5	87.7	19967.0	519.0	0.319	0.0252	4.47	6.45	1.94
ERR3672397	0.113	0.00475	531.6	0.973	0.728	55.6	94.9	19977.0	521.0	0.370	0.0267	4.55	6.57	1.98
ERR3672398	0.146	0.00398	793.9	0.950	0.656	33.2	79.6	19992.0	790.0	0.372	0.0496	4.38	6.31	1.90
ERR3672399	0.0832	0.00524	537.7	0.979	0.741	67.1	104.6	19962.0	533.0	0.361	0.0205	4.65	6.71	2.02
ERR3672400	0.120	0.00407	543.5	0.970	0.699	47.4	81.3	19949.0	540.0	0.348	0.0301	4.40	6.35	1.91
ERR3672401	0.177	0.00177	316.3	0.941	0.621	22.3	35.3	19953.0	311.0	0.375	0.0595	3.56	5.14	1.55
ERR3672402	0.191	0.00357	564.5	0.951	0.674	33.6	71.1	19944.0	562.0	0.321	0.0495	4.26	6.15	1.85
ERR3672403	0.152	0.00194	424.2	0.938	0.605	21.8	38.6	19924.0	418.0	0.394	0.0621	3.65	5.27	1.59
ERR3672404	0.364	0.000965	410.3	0.837	0.493	8.84	19.2	19885.0	400.0	0.441	0.163	2.95	4.26	1.28
ERR3672405	0.150	0.00229	410.4	0.950	0.636	27.3	45.7	19939.0	408.0	0.374	0.0503	3.82	5.52	1.66
ERR3672406	0.132	0.00205	385.9	0.952	0.624	26.6	40.9	19944.0	382.0	0.394	0.048	3.71	5.35	1.61
ERR3672407	0.161	0.00359	566.8	0.957	0.674	36.6	71.6	19917.0	564.0	0.329	0.0427	4.27	6.16	1.85
ERR3672408	0.111	0.00427	477.9	0.973	0.721	51.8	85.1	19929.0	475.0	0.307	0.0275	4.44	6.41	1.93
ERR3672409	0.0798	0.00469	480.3	0.979	0.737	62.0	93.5	19952.0	474.0	0.337	0.0212	4.54	6.55	1.97
ERR3672410	0.281	0.00181	444.5	0.903	0.590	16.3	36.2	19962.0	440.0	0.374	0.0974	3.59	5.18	1.56
ERR3672411	0.0503	0.00539	479.9	0.982	0.758	73.0	107.1	19874.0	477.0	0.278	0.0177	4.67	6.74	2.03
ERR3672412	0.103	0.0043	578.5	0.971	0.702	49.8	85.8	19961.0	567.0	0.414	0.0285	4.45	6.42	1.93
ERR3672413	0.147	0.00158	266.6	0.938	0.620	20.7	31.6	19969.0	263.0	0.405	0.0624	3.45	4.98	1.50
ERR3672414	0.233	0.00126	300.3	0.912	0.571	15.3	25.1	19960.0	283.0	0.496	0.0884	3.22	4.65	1.40
ERR3672415	0.138	0.00228	472.2	0.945	0.621	25.0	45.4	19949.0	469.0	0.368	0.0554	3.82	5.51	1.66
ERR3672416	0.182	0.00183	332.2	0.934	0.622	21.3	36.5	19972.0	324.0	0.474	0.0662	3.60	5.19	1.56
ERR3672417	0.0952	0.00396	504.3	0.973	0.703	49.5	78.9	19935.0	500.0	0.335	0.0271	4.37	6.30	1.90
ERR3672418	0.074	0.0048	544.5	0.979	0.725	63.0	96.0	19995.0	540.0	0.355	0.0207	4.56	6.58	1.98
ERR3672419	0.265	0.00144	372.1	0.904	0.571	15.2	28.7	19981.0	357.0	0.492	0.0962	3.36	4.84	1.46
ERR3672420	0.0908	0.00479	666.0	0.976	0.701	57.9	95.2	19869.0	662.0	0.406	0.0237	4.56	6.57	1.98
ERR3672421	0.226	0.00216	437.9	0.931	0.620	22.5	43.1	19930.0	433.0	0.419	0.0686	3.76	5.43	1.63
ERR3672422	0.102	0.00286	436.1	0.963	0.668	35.3	57.1	19969.0	426.0	0.400	0.0375	4.05	5.84	1.76
ERR3672423	0.133	0.00187	355.9	0.949	0.618	24.6	37.3	19975.0	348.0	0.421	0.0512	3.62	5.22	1.57
ERR3672424	0.155	0.00319	454.1	0.953	0.680	32.6	63.7	19945.0	450.0	0.293	0.0469	4.15	5.99	1.80
ERR3672425	0.152	0.00294	502.4	0.952	0.656	30.6	58.6	19930.0	497.0	0.363	0.0483	4.07	5.87	1.77
ERR3672426	0.126	0.00287	443.8	0.962	0.664	35.3	57.2	19937.0	443.0	0.300	0.0383	4.05	5.84	1.76
ERR3672427	0.108	0.00236	322.0	0.961	0.670	32.2	47.2	19956.0	314.0	0.381	0.0393	3.85	5.56	1.67
ERR3672428	0.154	0.00344	449.3	0.958	0.693	36.3	68.6	19937.0	446.0	0.289	0.0424	4.23	6.10	1.84
ERR3672429	0.0942	0.00391	507.2	0.967	0.700	43.8	77.9	19913.0	504.0	0.295	0.0329	4.36	6.28	1.89
ERR3672499	0.376	0.000454	181.6	0.797	0.426	5.99	9.07	19958.0	177.0	0.376	0.203	2.20	3.18	0.957
ERR3672500	0.652	0.000219	210.8	0.549	0.278	2.69	4.38	20040.0	202.0	0.557	0.451	1.48	2.13	0.641
ERR3672501	0.425	0.000336	325.0	0.692	0.330	3.86	6.72	19997.0	322.0	0.433	0.308	1.91	2.75	0.827
ERR3672502	0.427	0.000333	204.6	0.738	0.357	4.48	6.65	19966.0	201.0	0.411	0.262	1.90	2.73	0.823
ERR3672505	0.451	0.000264	210.6	0.706	0.314	3.84	5.27	19980.0	200.0	0.572	0.294	1.66	2.40	0.722
ERR3672506	0.368	0.00029	169.9	0.751	0.360	4.54	5.78	19972.0	131.0	0.735	0.249	1.76	2.53	0.762
ERR3672530	0.646	0.000174	222.7	0.526	0.231	2.40	3.48	20009.0	221.0	0.441	0.474	1.25	1.80	0.541
ERR3672541	0.394	0.000386	179.6	0.769	0.396	5.20	7.72	19987.0	175.0	0.500	0.231	2.04	2.95	0.888
ERR3672556	0.323	0.000441	218.0	0.781	0.406	5.56	8.79	19956.0	213.0	0.444	0.219	2.17	3.14	0.944
ERR3672564	0.483	0.000142	170.3	0.556	0.208	2.36	2.84	20009.0	150.0	0.675	0.444	1.04	1.50	0.453
ERR3672582	0.326	0.000253	129.7	0.733	0.337	4.02	5.05	19975.0	122.0	0.447	0.267	1.62	2.34	0.703
ERR3672606	0.359	0.00031	244.5	0.732	0.373	4.36	6.19	19972.0	132.0	0.564	0.268	1.82	2.63	0.791
ERR3672607	0.466	0.000276	196.0	0.703	0.326	3.85	5.51	19976.0	188.0	0.423	0.297	1.71	2.46	0.741
ERR3672614	0.749	0.000174	151.8	0.431	0.251	2.11	3.47	19983.0	144.0	0.490	0.569	1.25	1.80	0.541
ERR3672624	0.295	0.000829	323.7	0.866	0.487	9.73	16.6	19975.0	317.0	0.437	0.134	2.81	4.05	1.22
ERR3672627	0.394	0.000514	247.3	0.799	0.426	6.34	10.3	19961.0	237.0	0.496	0.201	2.33	3.36	1.01
ERR3672635	0.590	0.000309	192.4	0.633	0.352	3.53	6.19	20025.0	178.0	0.570	0.367	1.82	2.63	0.792
ERR3672636	0.301	0.000442	187.6	0.813	0.418	6.24	8.83	19982.0	184.0	0.492	0.187	2.18	3.14	0.946
ERR3672687	0.149	0.00296	541.3	0.954	0.649	31.5	59.1	19986.0	538.0	0.386	0.0462	4.08	5.89	1.77
ERR3672688	0.0695	0.00502	717.8	0.979	0.702	61.9	100.1	19936.0	710.0	0.439	0.0214	4.61	6.65	2.00
ERR3672691	0.123	0.00344	633.5	0.959	0.656	35.9	68.5	19892.0	628.0	0.399	0.0407	4.23	6.10	1.84
ERR3672692	0.128	0.00372	668.7	0.965	0.663	40.9	74.3	19946.0	662.0	0.419	0.035	4.31	6.21	1.87
ERR3672696	0.264	0.00253	672.5	0.914	0.603	19.8	50.4	19936.0	667.0	0.407	0.0857	3.92	5.66	1.70
ERR3672697	0.0682	0.00486	649.4	0.977	0.707	59.1	96.7	19907.0	643.0	0.379	0.0226	4.57	6.60	1.99
ERR3672710	0.126	0.00394	705.1	0.965	0.667	42.1	78.8	20022.0	698.0	0.431	0.0347	4.37	6.30	1.90
ERR3672858	0.115	0.00552	749.2	0.973	0.711	57.2	110.1	19956.0	746.0	0.348	0.0273	4.70	6.78	2.04
ERR3672862	0.0981	0.00384	723.7	0.963	0.660	39.3	76.7	19971.0	718.0	0.394	0.0367	4.34	6.26	1.88
ERR3672868	0.123	0.00422	674.8	0.966	0.681	43.6	84.1	19947.0	669.0	0.372	0.0344	4.43	6.39	1.92
ERR3673274	0.154	0.00345	654.6	0.958	0.653	35.5	68.6	19904.0	652.0	0.412	0.0425	4.23	6.10	1.84
ERR3673306	0.216	0.00132	779.7	0.886	0.492	12.0	26.3	19876.0	770.0	0.578	0.114	3.27	4.71	1.42
ERR3673307	0.519	0.000274	354.0	0.659	0.291	3.48	5.50	20061.0	349.0	0.577	0.341	1.70	2.46	0.740
ERR3673327	0.597	0.000354	320.1	0.628	0.341	3.57	7.07	19957.0	307.0	0.581	0.372	1.96	2.82	0.849
ERR3673381	0.183	0.00228	979.8	0.922	0.554	18.9	45.2	19850.0	970.0	0.568	0.0776	3.81	5.50	1.66
ERR3673454	0.132	0.00299	540.3	0.957	0.651	33.4	59.7	19936.0	535.0	0.418	0.0428	4.09	5.90	1.78
ERR3673462	0.465	0.000514	332.0	0.751	0.401	5.38	10.2	19860.0	326.0	0.529	0.249	2.32	3.35	1.01
ERR3673466	0.298	0.00162	549.4	0.887	0.553	13.6	32.3	19924.0	537.0	0.426	0.113	3.47	5.01	1.51
ERR3673497	0.206	0.000832	310.4	0.889	0.490	10.7	16.6	19957.0	308.0	0.362	0.111	2.81	4.05	1.22
ERR3673498	0.213	0.000785	347.1	0.883	0.472	10.2	15.7	19992.0	342.0	0.458	0.117	2.75	3.97	1.20
ERR3673499	0.07	0.00498	629.1	0.977	0.715	59.6	99.5	19954.0	624.0	0.358	0.0231	4.60	6.64	2.00
ERR3673500	0.0669	0.00491	582.8	0.977	0.720	59.5	97.5	19845.0	577.0	0.336	0.0228	4.58	6.61	1.99
ERR3673501	0.239	0.000644	242.0	0.866	0.465	8.91	12.8	19940.0	242.0	0.506	0.134	2.55	3.68	1.11
ERR3673502	0.274	0.000758	325.0	0.857	0.473	8.92	15.2	20057.0	315.0	0.453	0.143	2.72	3.93	1.18
ERR3673503	0.318	0.000507	274.4	0.830	0.420	7.06	10.1	19969.0	248.0	0.671	0.170	2.32	3.34	1.01
ERR3673504	0.247	0.000773	247.7	0.872	0.498	9.79	15.4	19953.0	244.0	0.367	0.128	2.74	3.95	1.19
ERR3673505	0.109	0.00419	603.0	0.967	0.693	45.1	83.8	20005.0	593.0	0.391	0.0334	4.43	6.39	1.92
ERR3673506	0.101	0.00475	596.5	0.972	0.713	53.3	94.7	19948.0	589.0	0.347	0.0279	4.55	6.57	1.98
ERR3673507	0.0871	0.00464	604.1	0.973	0.708	53.7	92.5	19936.0	597.0	0.378	0.0266	4.53	6.53	1.97
ERR3673508	0.0925	0.00471	620.4	0.974	0.707	54.3	94.1	19971.0	617.0	0.353	0.0264	4.54	6.56	1.97
ERR3673509	0.0949	0.00424	649.4	0.970	0.687	48.1	84.9	19999.0	643.0	0.410	0.0296	4.44	6.41	1.93
ERR3673510	0.103	0.00436	592.5	0.971	0.700	49.4	87.0	19968.0	588.0	0.357	0.0293	4.47	6.44	1.94
ERR3673511	0.111	0.00271	463.8	0.955	0.652	31.1	54.2	20038.0	459.0	0.417	0.0448	3.99	5.76	1.73
ERR3673512	0.138	0.00227	398.6	0.946	0.639	25.6	45.5	20045.0	392.0	0.397	0.0545	3.82	5.51	1.66
ERR3673515	0.507	0.000569	506.4	0.705	0.391	4.62	11.3	19925.0	498.0	0.459	0.295	2.43	3.50	1.05
ERR3673516	0.235	0.00227	554.7	0.922	0.604	20.0	45.3	19930.0	553.0	0.274	0.0783	3.81	5.50	1.66
ERR3673521	0.572	0.000203	195.0	0.624	0.272	3.07	4.06	20006.0	172.0	0.746	0.376	1.40	2.02	0.608
ERR3673522	0.567	0.000239	242.0	0.635	0.285	3.25	4.77	19985.0	239.0	0.542	0.365	1.56	2.25	0.678
ERR3673523	0.676	0.000178	163.4	0.522	0.253	2.48	3.56	19970.0	152.0	0.686	0.478	1.27	1.83	0.551
ERR3673524	0.679	0.000187	228.0	0.520	0.245	2.49	3.74	19972.0	220.0	0.652	0.480	1.32	1.90	0.573
ERR3673525	0.383	0.000954	841.2	0.791	0.437	6.63	19.0	19879.0	840.0	0.335	0.209	2.94	4.24	1.28
ERR3673526	0.437	0.000559	772.0	0.740	0.363	4.92	11.2	19981.0	770.0	0.463	0.260	2.41	3.48	1.05
ERR3673527	0.482	0.000368	376.7	0.719	0.338	4.41	7.34	19962.0	362.0	0.628	0.281	1.99	2.88	0.866
ERR3673528	0.553	0.000287	377.3	0.653	0.299	3.51	5.73	19983.0	345.0	0.697	0.347	1.75	2.52	0.758
ERR3673541	0.189	0.001	228.1	0.911	0.559	13.9	20.0	19929.0	213.0	0.514	0.0893	3.00	4.32	1.30
ERR3673542	0.145	0.00144	312.1	0.944	0.589	21.4	28.8	19997.0	300.0	0.571	0.0559	3.36	4.85	1.46
ERR3673553	0.190	0.000709	268.6	0.890	0.475	10.4	14.1	19939.0	265.0	0.511	0.110	2.65	3.82	1.15
ERR3673554	0.190	0.000648	159.4	0.886	0.519	9.89	12.9	19943.0	138.0	0.518	0.114	2.56	3.69	1.11
ERR3673557	0.150	0.000801	98.0	0.907	0.605	12.4	16.0	20023.0	98.0	0	0.0926	2.77	4.00	1.20
ERR3673558	0.192	0.000674	148.0	0.882	0.520	9.86	13.5	19981.0	148.0	0	0.118	2.60	3.75	1.13
ERR3673559	0.551	0.000153	86.8	0.597	0.256	2.66	3.06	20010.0	80.0	0.593	0.403	1.12	1.62	0.486
ERR3673560	0.503	0.000157	197.5	0.606	0.227	2.69	3.15	19996.0	157.0	0.741	0.394	1.15	1.65	0.498
ERR3673567	0.247	0.000785	311.9	0.883	0.485	10.5	15.7	19976.0	291.0	0.620	0.117	2.75	3.97	1.20
ERR3673568	0.232	0.000885	336.1	0.894	0.497	11.7	17.8	20084.0	325.0	0.607	0.106	2.88	4.15	1.25
ERR3673569	0.212	0.00083	293.3	0.885	0.496	10.7	16.6	19943.0	287.0	0.455	0.115	2.81	4.05	1.22
ERR3673570	0.188	0.000979	430.2	0.896	0.492	12.1	19.6	20069.0	424.0	0.532	0.104	2.98	4.30	1.29
ERR3673573	0.598	0.000189	210.7	0.564	0.250	2.59	3.78	19935.0	203.0	0.500	0.436	1.33	1.92	0.577
ERR3673574	0.853	0.000115	265.6	0.268	0.150	1.53	2.30	19973.0	252.0	0.577	0.732	0.831	1.20	0.361
ERR3673577	0.220	0.00203	566.6	0.929	0.585	20.7	40.5	19909.0	559.0	0.473	0.0713	3.70	5.34	1.61
ERR3673578	0.406	0.00122	587.7	0.825	0.501	9.24	24.2	19864.0	580.0	0.501	0.175	3.19	4.60	1.38
ERR3673579	0.376	0.000572	363.6	0.807	0.413	6.63	11.4	19859.0	360.0	0.504	0.193	2.43	3.51	1.06
ERR3673580	0.358	0.000579	421.8	0.807	0.408	6.63	11.6	19992.0	406.0	0.622	0.193	2.45	3.53	1.06
ERR3673581	0.137	0.00393	568.0	0.966	0.688	42.9	78.0	19856.0	565.0	0.299	0.0343	4.36	6.29	1.89
ERR3673582	0.0894	0.00776	964.8	0.980	0.735	77.6	155.3	19997.0	961.0	0.338	0.0202	5.05	7.28	2.19
ERR3673583	0.232	0.00322	673.9	0.934	0.640	26.4	64.3	19961.0	666.0	0.418	0.0664	4.16	6.01	1.81
ERR3673584	0.119	0.00403	704.7	0.965	0.670	42.0	80.5	19966.0	700.0	0.412	0.035	4.39	6.33	1.91
ERR3673585	0.382	0.000544	341.2	0.787	0.409	5.97	10.8	19924.0	337.0	0.405	0.213	2.38	3.44	1.03
ERR3673586	0.322	0.000411	286.8	0.814	0.375	6.08	8.24	20046.0	278.0	0.588	0.186	2.11	3.04	0.916
ERR3673591	0.346	0.000506	177.9	0.834	0.454	7.35	10.1	19964.0	162.0	0.589	0.166	2.31	3.34	1.00
