Sample	berger_parker	buzas_gibson	chao1	dominance	equitability	jost	jost1	reads	richness	robbins	simpson	shannon_e	shannon_2	shannon_10
SRR9003089	0.0745	0.00305	375.7	0.969	0.694	40.5	60.9	19959.0	374.0	0.259	0.0311	4.11	5.93	1.78
SRR9003090	0.105	0.00344	448.5	0.966	0.694	40.9	68.6	19929.0	444.0	0.303	0.0337	4.23	6.10	1.84
SRR9003091	0.0938	0.00194	308.0	0.956	0.642	27.1	38.8	19947.0	299.0	0.353	0.0443	3.66	5.28	1.59
SRR9003092	0.139	0.00235	367.9	0.947	0.652	26.5	46.7	19918.0	364.0	0.277	0.0528	3.84	5.55	1.67
SRR9003095	0.084	0.00371	465.2	0.972	0.702	47.2	74.1	19966.0	460.0	0.321	0.0281	4.31	6.21	1.87
SRR9003096	0.125	0.00226	323.7	0.956	0.661	29.3	45.1	19928.0	319.0	0.306	0.0437	3.81	5.50	1.65
SRR9003099	0.0779	0.00357	395.0	0.971	0.714	45.7	71.1	19937.0	393.0	0.236	0.0287	4.26	6.15	1.85
SRR9003105	0.168	0.0013	246.6	0.929	0.593	17.6	26.0	19964.0	243.0	0.361	0.0707	3.26	4.70	1.42
SRR9003106	0.0945	0.00273	372.5	0.964	0.676	35.4	54.4	19954.0	369.0	0.292	0.0361	4.00	5.77	1.74
SRR9003107	0.111	0.00322	457.7	0.967	0.680	40.4	64.4	19969.0	455.0	0.320	0.0329	4.16	6.01	1.81
SRR9003108	0.0767	0.00385	473.7	0.974	0.706	49.7	76.9	19957.0	469.0	0.321	0.0261	4.34	6.27	1.89
SRR9003109	0.0585	0.00386	482.2	0.976	0.704	51.6	77.1	19959.0	480.0	0.295	0.0242	4.35	6.27	1.89
SRR9003110	0.136	0.00241	382.9	0.951	0.652	28.0	47.9	19922.0	378.0	0.280	0.0487	3.87	5.58	1.68
SRR9003111	0.170	0.0017	325.0	0.936	0.612	20.9	34.0	19959.0	317.0	0.377	0.0636	3.53	5.09	1.53
SRR9003112	0.112	0.00213	330.1	0.955	0.649	28.1	42.6	19956.0	325.0	0.344	0.0451	3.75	5.41	1.63
SRR9003113	0.1	0.0028	398.1	0.965	0.672	36.5	55.8	19952.0	396.0	0.290	0.0346	4.02	5.80	1.75
SRR9003114	0.132	0.00274	405.3	0.959	0.668	33.1	54.7	19951.0	400.0	0.317	0.0413	4.00	5.77	1.74
SRR9003115	0.0757	0.00246	331.1	0.965	0.673	34.4	49.1	19933.0	326.0	0.294	0.0353	3.89	5.62	1.69
SRR9003116	0.105	0.00251	409.2	0.957	0.652	30.8	50.3	20008.0	406.0	0.329	0.0426	3.92	5.65	1.70
SRR9003117	0.0749	0.00308	430.4	0.967	0.680	38.9	61.4	19945.0	428.0	0.296	0.0329	4.12	5.94	1.79
SRR9003118	0.0577	0.00358	394.8	0.974	0.715	48.8	71.4	19933.0	391.0	0.260	0.0256	4.27	6.16	1.85
SRR9003119	0.226	0.00163	319.7	0.923	0.605	18.4	32.5	19962.0	315.0	0.310	0.0774	3.48	5.02	1.51
SRR9003120	0.0707	0.0036	417.8	0.973	0.708	47.6	71.7	19945.0	416.0	0.247	0.0266	4.27	6.16	1.86
SRR9003121	0.0981	0.00293	418.2	0.966	0.675	37.8	58.5	19946.0	416.0	0.300	0.034	4.07	5.87	1.77
SRR9003122	0.178	0.00193	315.7	0.941	0.636	23.4	38.5	19964.0	313.0	0.312	0.0586	3.65	5.27	1.59
SRR9030619	0.144	0.00323	957.4	0.944	0.609	26.9	65.2	20195.0	951.0	0.442	0.0562	4.18	6.03	1.81
SRR9030620	0.105	0.00432	564.5	0.972	0.704	50.8	86.2	19928.0	563.0	0.266	0.0275	4.46	6.43	1.94
SRR9030621	0.310	0.00181	596.9	0.884	0.560	13.8	35.8	19828.0	595.0	0.310	0.116	3.58	5.16	1.55
SRR9030622	0.110	0.00556	770.7	0.972	0.709	55.5	110.8	19931.0	765.0	0.332	0.0282	4.71	6.79	2.04
SRR9030662	0.148	0.00293	616.9	0.944	0.633	26.5	58.1	19832.0	614.0	0.296	0.056	4.06	5.86	1.76
SRR9033589	0.224	0.00286	603.3	0.932	0.631	24.0	56.6	19752.0	600.0	0.281	0.068	4.04	5.82	1.75
SRR9033590	0.109	0.00397	492.2	0.967	0.706	43.9	79.2	19954.0	487.0	0.318	0.0329	4.37	6.31	1.90
SRR9033621	0.0596	0.00942	970.6	0.987	0.764	108.9	189.2	20084.0	955.0	0.368	0.0134	5.24	7.56	2.28
SRR9033622	0.277	0.00324	887.2	0.910	0.615	20.4	65.1	20134.0	886.0	0.318	0.0903	4.18	6.03	1.81
SRR9033671	0.172	0.00475	930.2	0.955	0.667	38.3	95.3	20068.0	928.0	0.309	0.0446	4.56	6.57	1.98
