Run Accession	Binomial name	Diet	Class	Climatic region	NMDS1	NMDS2
SRR15929661	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000160174	-3.41E-05
SRR15929662	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.00015995	-3.82E-05
SRR15929663	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000142191	-3.63E-05
SRR15929664	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000191323	-4.55E-05
SRR15929665	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000172237	-4.94E-05
SRR15929666	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000173192	-2.95E-05
SRR15929667	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000181923	-5.16E-05
SRR15929668	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000170696	-3.04E-05
SRR15929670	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000166169	-3.79E-05
SRR15929671	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.0001766	-3.18E-05
SRR15929672	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000176859	-3.85E-05
SRR15929673	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000167433	-3.83E-05
SRR15929674	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000172268	-1.83E-06
SRR15929675	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000184513	-1.94E-05
SRR15929676	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000193016	-4.79E-05
SRR15929677	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000177934	-1.19E-05
SRR15929678	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000173811	-1.56E-05
SRR15929679	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000149378	-5.04E-05
SRR15929680	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000159977	-2.32E-05
SRR15929681	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000180762	-3.21E-05
SRR15929682	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000174237	-1.91E-05
SRR15929683	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000185247	-4.70E-05
SRR15929684	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000182274	-3.24E-05
SRR15929685	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000167285	-4.66E-05
SRR15929686	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000167141	-3.81E-05
SRR15929687	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000186154	7.61E-06
SRR15929688	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000167203	-1.43E-05
SRR15929689	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000194773	-4.21E-05
SRR15929690	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000175116	-3.33E-05
SRR15929691	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000149931	-8.87E-06
SRR15929692	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000169986	-5.88E-06
SRR15929693	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000167156	-5.65E-06
SRR15929694	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000160984	-2.98E-05
SRR15929695	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000162563	-2.23E-05
SRR15929696	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000163183	-1.40E-05
SRR15929697	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000171133	-3.86E-05
SRR15929698	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000151339	-2.56E-05
SRR15929699	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000165488	-6.30E-06
SRR15929700	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000158548	-3.96E-05
SRR15929701	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000166506	-1.78E-05
SRR15929702	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000154693	-3.97E-05
SRR15929704	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000161962	-2.25E-05
SRR15929705	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000183405	-1.64E-05
SRR15929706	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000167519	-2.32E-05
SRR15929708	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000155881	-2.06E-05
SRR15929709	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000169537	-2.48E-05
SRR15929710	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000179538	-4.15E-05
SRR15929711	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000188322	-3.41E-05
SRR15929712	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000164023	-2.43E-05
SRR15929713	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000179229	-1.69E-05
SRR15929714	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000159935	-2.03E-05
SRR15929715	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000182721	-6.29E-06
SRR15929716	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000171721	-4.62E-05
SRR15929717	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000162901	-3.14E-05
SRR15929718	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000149712	-2.01E-05
SRR15929719	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000157127	-1.09E-06
SRR15929720	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000164658	-1.25E-05
SRR15929721	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000179465	-4.39E-05
SRR15929722	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.00017822	-1.65E-05
SRR15929723	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.00014543	-3.59E-05
SRR15929724	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000167833	-9.86E-06
SRR15929725	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000183423	-3.78E-05
SRR15929726	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000184686	-2.52E-05
SRR15929727	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000179959	-1.57E-05
SRR15929728	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000166854	-3.15E-05
SRR15929729	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000162694	-5.48E-05
SRR15929730	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000167755	-2.02E-05
SRR15929731	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000151924	-3.88E-05
SRR15929732	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000186286	-3.62E-05
SRR15929733	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000198317	-3.43E-05
SRR15929734	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.00018647	-4.68E-05
SRR15929735	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000164087	3.62E-06
SRR15929737	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000168292	-4.76E-05
SRR15929738	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000162302	-2.37E-05
SRR15929739	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000193134	-4.14E-05
SRR15929740	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000155006	-4.43E-05
SRR15929742	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000180801	-1.84E-05
SRR15929743	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000192324	-2.26E-05
SRR15929744	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.00017164	-1.14E-05
SRR15929745	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000179298	-1.63E-05
SRR15929746	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000177791	-3.92E-05
SRR15929747	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000192227	-2.51E-05
SRR15929748	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000188848	-4.68E-05
SRR15929749	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000153738	-3.07E-05
SRR15929750	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000167061	-1.71E-05
SRR15929751	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.00018457	-3.51E-05
SRR15929752	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000181827	-6.10E-05
SRR15929753	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000168026	-3.75E-05
SRR15929754	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000157426	-4.16E-05
SRR15929755	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000193371	-4.77E-05
SRR15929756	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000166675	-4.34E-05
SRR15929757	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000172184	-1.07E-05
SRR15929758	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000167438	-2.63E-05
SRR15929759	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000190067	-3.50E-05
SRR15929760	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000177206	-4.58E-05
SRR15929761	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.00017513	-2.33E-05
SRR15929762	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000174139	-3.32E-05
SRR15929763	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000174772	-3.86E-05
SRR15929764	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000168368	-2.68E-05
SRR15929765	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000181228	-3.59E-05
SRR15929766	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000123388	-1.88E-05
SRR15929767	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000157898	-4.02E-05
SRR15929768	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000155487	-3.35E-05
SRR15929769	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000192298	-3.90E-05
SRR15929770	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000169711	-3.71E-05
SRR15929771	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000179476	-3.80E-05
SRR15929772	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000168422	-1.50E-05
SRR15929773	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000177488	-2.16E-05
SRR15929774	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000173167	-1.83E-05
SRR15929775	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.00017398	-1.94E-05
SRR15929776	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000171112	-2.43E-05
SRR15929777	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000177974	-4.04E-05
SRR15929778	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000145302	-2.81E-05
SRR15929779	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000159499	-2.46E-05
SRR15929780	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000168678	-1.07E-05
SRR15929781	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000163291	-2.28E-05
SRR15929782	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000167667	-2.84E-05
SRR15929783	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000156556	-4.98E-05
SRR15929784	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000164624	-4.76E-05
SRR15929785	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000188117	-2.94E-05
SRR15929786	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000175356	-3.29E-05
SRR15929787	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000174963	-3.39E-05
SRR15929788	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000146749	-3.72E-05
SRR15929789	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.00017587	-6.62E-05
SRR15929790	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.00015924	-4.63E-05
SRR15929791	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000164429	-2.69E-05
SRR15929792	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000155004	-3.50E-05
SRR15929794	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000192395	-2.80E-05
SRR15929795	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000178916	-5.22E-05
SRR15929796	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000182766	-2.55E-05
SRR15929797	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000166003	-3.48E-05
SRR15929798	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000177031	-3.87E-05
SRR15929799	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000123285	-9.35E-06
SRR15929800	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000177096	-3.56E-05
SRR15929801	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000183636	-2.19E-05
SRR15929803	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.00016452	-7.55E-06
SRR15929804	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.00015642	-3.42E-05
SRR15929805	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000171172	-3.57E-05
SRR15929806	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000161967	-4.04E-05
SRR15929807	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000179728	-2.85E-05
SRR15929808	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.00018371	-1.81E-05
SRR15929809	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000170279	-3.67E-05
SRR15929810	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000171966	-5.16E-05
SRR15929811	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000166146	-2.19E-05
SRR15929812	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000190927	-3.34E-05
SRR15929813	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000166599	-4.33E-05
SRR15929814	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000166987	-2.79E-05
SRR15929815	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000164018	-4.59E-05
SRR15929816	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000158676	-4.43E-05
SRR15929817	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000186055	-1.57E-05
SRR15929818	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000165422	-2.35E-05
SRR15929819	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000183424	-3.55E-05
SRR15929820	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000185002	-3.39E-05
SRR15929821	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000181645	-4.67E-05
SRR15929824	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000170713	-2.84E-05
SRR15929825	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000152505	-4.31E-05
SRR15929826	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000172031	-3.53E-05
SRR15929827	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000173575	-3.08E-05
SRR15929829	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000186555	-4.38E-05
SRR15929830	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.00018395	-4.10E-05
SRR15929831	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000148172	-2.51E-05
SRR15929832	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000183866	-3.36E-05
SRR15929833	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.00019307	-3.14E-05
SRR15929834	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000162227	-4.83E-05
SRR15929835	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.00017875	-5.00E-05
SRR15929836	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000186803	-4.06E-05
SRR15929837	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000188055	-5.49E-05
SRR15929838	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000180698	-5.38E-05
SRR15929839	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000186152	-1.48E-05
SRR15929840	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000152861	-3.58E-05
SRR15929841	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000176473	-2.80E-05
SRR15929842	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000165799	-3.71E-05
SRR15929843	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000189228	-3.60E-05
SRR15929844	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000196876	-3.46E-05
SRR15929845	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000190967	-3.84E-05
SRR15929846	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000181534	-3.56E-05
SRR15929847	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000184043	-4.90E-05
SRR15929848	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000158722	-3.66E-05
SRR15929849	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000148412	-4.95E-05
SRR15929850	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.00018777	-3.05E-05
SRR15929851	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000185148	-3.47E-05
SRR15929852	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000187788	-2.57E-05
SRR15929853	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000169555	-2.08E-05
SRR15929854	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000184348	-3.60E-05
SRR15929855	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000141072	-3.44E-05
SRR15929856	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000187673	-4.47E-05
SRR15929857	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000190732	-3.34E-05
SRR15929858	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000156117	-2.82E-05
SRR15929859	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000156295	-4.56E-05
SRR15929860	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000176576	-3.63E-05
SRR15929861	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000191152	-2.10E-05
SRR15929862	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000169997	-3.68E-05
SRR15929863	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000171385	-2.95E-05
SRR15929864	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000141519	-3.01E-05
SRR15929865	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000179437	-4.94E-05
SRR15929866	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000192937	-3.30E-05
SRR15929867	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000186356	-2.51E-05
SRR15929868	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000179843	-4.46E-05
SRR15929869	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000157215	-3.26E-05
SRR15929870	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000192446	-3.39E-05
SRR15929871	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000168173	-1.99E-05
SRR15929872	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000170679	-5.27E-05
SRR15929873	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000165214	-4.25E-05
SRR15929875	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000169391	-3.29E-05
SRR15929876	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000199258	-3.09E-05
SRR15929877	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000160556	-4.30E-05
SRR15929878	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.00016184	-3.86E-05
SRR15929879	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000178462	2.97E-06
SRR15929880	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000155728	-4.06E-05
SRR15929881	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000144323	-2.77E-05
SRR15929882	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000177964	-2.08E-05
SRR15929883	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000173073	-2.87E-05
SRR15929884	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000174359	-3.59E-05
SRR15929885	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000179889	-2.50E-05
SRR15929886	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000199065	-2.54E-05
SRR15929888	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000175561	-2.67E-05
SRR15929889	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000182681	-2.03E-05
SRR15929890	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000181774	-3.07E-05
SRR15929891	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000153112	-3.69E-05
SRR15929892	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000181479	-1.71E-05
SRR15929893	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000195516	-2.98E-05
SRR15929894	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000185731	-4.55E-05
SRR15929895	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000169477	-5.22E-05
SRR15929896	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000184354	-2.30E-05
SRR15929897	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.00018665	-4.48E-05
SRR15929898	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000183	-3.27E-05
SRR15929899	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000164876	-4.85E-05
SRR15929900	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000168156	-4.74E-05
SRR15929901	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000181576	-5.90E-05
SRR15929902	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000184608	-2.81E-05
SRR15929903	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000150204	-4.75E-05
SRR15929904	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000163426	-4.22E-05
SRR15929905	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000151424	-3.73E-05
SRR15929906	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000173752	-4.15E-05
SRR15929907	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000156408	-3.10E-05
SRR15929908	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000166393	-5.88E-05
SRR15929909	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000179374	-4.38E-05
SRR15929910	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000138815	-3.69E-05
SRR15929911	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000183839	-2.89E-05
SRR15929912	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000172158	-3.84E-05
SRR15929913	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000155087	-2.24E-05
SRR15929914	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000169022	-3.57E-05
SRR15929915	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000187373	-5.00E-05
SRR15929916	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000183971	-3.34E-05
SRR15929917	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000160148	-3.81E-05
SRR15929918	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000186126	-4.91E-05
SRR15929919	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.00018825	-5.02E-05
SRR15929921	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000186626	-3.22E-05
SRR15929922	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000194065	-4.89E-05
SRR15929923	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000177714	-4.13E-05
SRR15929924	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.0001592	-2.80E-05
SRR15929925	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000154861	-4.09E-05
SRR15929926	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000169626	-3.14E-05
SRR15929928	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000186343	-3.33E-05
SRR15929929	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000186968	-4.82E-05
SRR15929930	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000175552	-3.12E-05
SRR15929931	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000173402	-1.97E-05
SRR15929932	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000166767	-2.79E-05
SRR15929933	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000179349	-1.92E-05
SRR15929934	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000176475	-4.35E-05
SRR15929935	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.00012759	2.67E-05
SRR15929937	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000147569	-3.43E-05
SRR15929938	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000163655	-1.05E-05
SRR15929939	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000153867	-2.51E-05
SRR15929940	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000145549	-1.52E-05
SRR15929941	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000164214	-3.90E-05
SRR15929942	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000187407	-1.63E-05
SRR15929943	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.00017199	-3.19E-05
SRR15929944	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000178222	-4.18E-05
SRR15929945	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000154786	-3.48E-05
SRR15929946	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000166753	-2.65E-05
SRR15929947	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000169323	-4.62E-05
SRR15929948	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000144004	-1.03E-05
SRR15929949	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000197898	-3.03E-05
SRR15929950	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000183646	-2.31E-05
SRR15929951	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000169022	-3.42E-05
SRR15929952	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000160037	-3.10E-05
SRR15929953	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000167936	-2.37E-05
SRR15929954	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000175291	-6.61E-06
SRR15929955	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000168479	-2.41E-05
SRR15929956	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000180222	-2.15E-05
SRR15929957	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000169079	-3.50E-05
SRR15929958	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000174387	-5.58E-06
SRR15929959	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000171681	-3.91E-05
SRR15929960	Suricata suricatta	Omnivorous	Mammalia	Subtropical	0.000177015	-3.20E-05
