Run Accession	Binomial name	Diet	Class	Climatic region	NMDS1	NMDS2
SRR6824824	Oncorhynchus tshawytscha	Carnivorous	Actinopterygii	Temperate	-0.000264253	0.000126433
SRR6824825	Oncorhynchus tshawytscha	Carnivorous	Actinopterygii	Temperate	-0.000270666	0.000215826
SRR6824826	Oncorhynchus tshawytscha	Carnivorous	Actinopterygii	Temperate	-0.00023358	4.18E-05
SRR6824827	Oncorhynchus tshawytscha	Carnivorous	Actinopterygii	Temperate	-0.000141068	7.33E-05
SRR6824828	Oncorhynchus tshawytscha	Carnivorous	Actinopterygii	Temperate	-0.000236941	0.000106045
SRR6824829	Oncorhynchus tshawytscha	Carnivorous	Actinopterygii	Temperate	-0.000247373	0.000183509
SRR6824830	Oncorhynchus tshawytscha	Carnivorous	Actinopterygii	Temperate	-0.000265346	0.000267486
SRR6824831	Oncorhynchus tshawytscha	Carnivorous	Actinopterygii	Temperate	-0.000245575	0.000160966
SRR6824832	Oncorhynchus tshawytscha	Carnivorous	Actinopterygii	Temperate	-0.000281935	0.000278159
SRR6824833	Oncorhynchus tshawytscha	Carnivorous	Actinopterygii	Temperate	-0.000244763	0.000280692
SRR6824834	Oncorhynchus tshawytscha	Carnivorous	Actinopterygii	Temperate	-0.000354686	0.000181507
SRR6824835	Oncorhynchus tshawytscha	Carnivorous	Actinopterygii	Temperate	-0.000270466	0.000276496
SRR6824836	Oncorhynchus tshawytscha	Carnivorous	Actinopterygii	Temperate	-0.000263177	0.000246323
SRR6824837	Oncorhynchus tshawytscha	Carnivorous	Actinopterygii	Temperate	-0.00027933	0.000202709
SRR6824838	Oncorhynchus tshawytscha	Carnivorous	Actinopterygii	Temperate	-0.000290537	0.000193477
SRR6824839	Oncorhynchus tshawytscha	Carnivorous	Actinopterygii	Temperate	-0.000281447	0.000255494
SRR6824840	Oncorhynchus tshawytscha	Carnivorous	Actinopterygii	Temperate	-0.000262083	0.000257633
SRR6824841	Oncorhynchus tshawytscha	Carnivorous	Actinopterygii	Temperate	-0.000286675	0.000248893
SRR6824842	Oncorhynchus tshawytscha	Carnivorous	Actinopterygii	Temperate	-0.000247581	0.000161057
SRR6824845	Oncorhynchus tshawytscha	Carnivorous	Actinopterygii	Temperate	-0.000266403	0.000217984
SRR6824846	Oncorhynchus tshawytscha	Carnivorous	Actinopterygii	Temperate	-0.000261872	0.000236738
SRR6824847	Oncorhynchus tshawytscha	Carnivorous	Actinopterygii	Temperate	-0.000251064	0.000221458
SRR6824848	Oncorhynchus tshawytscha	Carnivorous	Actinopterygii	Temperate	-0.000257771	0.000169733
SRR6824852	Oncorhynchus tshawytscha	Carnivorous	Actinopterygii	Temperate	-0.000244386	0.000157678
SRR6837878	Pteromys volans	Omnivorous	Mammalia	Temperate	0.000546026	0.000169994
SRR6837879	Pteromys volans	Omnivorous	Mammalia	Temperate	0.000659454	9.88E-05
SRR6837880	Pteromys volans	Omnivorous	Mammalia	Temperate	-8.52E-05	-0.000109136
SRR6837881	Pteromys volans	Omnivorous	Mammalia	Temperate	0.000610337	0.000127332
SRR6837882	Pteromys volans	Omnivorous	Mammalia	Temperate	0.000618239	0.000134063
SRR6837883	Pteromys volans	Omnivorous	Mammalia	Temperate	0.000440889	0.000434137
SRR6837884	Pteromys volans	Omnivorous	Mammalia	Temperate	0.000542563	0.000381559
SRR6837885	Pteromys volans	Omnivorous	Mammalia	Temperate	0.0006845	-0.000140939
SRR6837886	Pteromys volans	Omnivorous	Mammalia	Temperate	0.000399734	0.000495551
SRR6837887	Pteromys volans	Omnivorous	Mammalia	Temperate	0.000391197	0.000473394
SRR6837888	Pteromys volans	Omnivorous	Mammalia	Temperate	0.000405792	0.000540907
SRR6837889	Pteromys volans	Omnivorous	Mammalia	Temperate	0.000455689	0.000627364
SRR6837890	Pteromys volans	Omnivorous	Mammalia	Temperate	0.000393298	0.000543548
SRR6837891	Pteromys volans	Omnivorous	Mammalia	Temperate	0.000369364	0.00051154
SRR6837892	Pteromys volans	Omnivorous	Mammalia	Temperate	0.000348711	0.000198745
SRR6837893	Pteromys volans	Omnivorous	Mammalia	Temperate	0.030621625	0.093832581
SRR6837894	Pteromys volans	Omnivorous	Mammalia	Temperate	0.000273215	0.000146585
SRR6837895	Pteromys volans	Omnivorous	Mammalia	Temperate	0.000384792	0.00037746
SRR6837896	Pteromys volans	Omnivorous	Mammalia	Temperate	0.000350189	0.000432241
SRR7229827	Panthera pardus	Carnivorous	Mammalia	Temperate	0.000227173	-3.14E-05
SRR7229828	Panthera pardus	Carnivorous	Mammalia	Temperate	0.00018299	-6.26E-05
SRR7229829	Panthera pardus	Carnivorous	Mammalia	Temperate	0.000129791	-7.21E-05
SRR7229830	Panthera pardus	Carnivorous	Mammalia	Temperate	0.000127382	-4.04E-05
SRR7229831	Panthera pardus	Carnivorous	Mammalia	Temperate	0.000137621	-7.19E-05
SRR7229832	Panthera pardus	Carnivorous	Mammalia	Temperate	0.000187368	-6.38E-05
SRR7229833	Panthera pardus	Carnivorous	Mammalia	Temperate	0.000143615	-4.78E-05
SRR7229834	Panthera pardus	Carnivorous	Mammalia	Temperate	0.000134968	-6.17E-05
SRR7229835	Panthera pardus	Carnivorous	Mammalia	Temperate	0.000136968	-4.52E-05
SRR7229836	Panthera pardus	Carnivorous	Mammalia	Temperate	0.000177805	-7.05E-05
SRR7229837	Panthera pardus	Carnivorous	Mammalia	Temperate	0.000101934	-5.61E-05
SRR7229838	Panthera pardus	Carnivorous	Mammalia	Temperate	0.000137324	-8.38E-05
SRR7229839	Panthera pardus	Carnivorous	Mammalia	Temperate	0.000137705	-5.87E-05
SRR7229840	Panthera pardus	Carnivorous	Mammalia	Temperate	0.000120815	-4.93E-05
SRR7229841	Panthera pardus	Carnivorous	Mammalia	Temperate	0.000128743	-8.84E-05
SRR7229842	Panthera pardus	Carnivorous	Mammalia	Temperate	0.000130925	-7.12E-05
SRR7229843	Panthera pardus	Carnivorous	Mammalia	Temperate	0.000180573	-7.83E-05
SRR7229844	Panthera pardus	Carnivorous	Mammalia	Temperate	0.000187961	-4.97E-05
SRR7229845	Panthera pardus	Carnivorous	Mammalia	Temperate	0.000139568	-6.02E-05
SRR7229846	Panthera pardus	Carnivorous	Mammalia	Temperate	0.000175415	-6.39E-05
SRR7229847	Panthera pardus	Carnivorous	Mammalia	Temperate	0.000145102	-4.26E-05
SRR8074452	Macaca fascicularis fascicularis	Omnivorous	Mammalia	Temperate	0.000295985	1.16E-05
SRR8074453	Macaca fascicularis fascicularis	Omnivorous	Mammalia	Temperate	0.00028823	1.29E-05
SRR8074454	Macaca fascicularis fascicularis	Omnivorous	Mammalia	Temperate	0.000286063	9.29E-07
SRR8074455	Macaca fascicularis fascicularis	Omnivorous	Mammalia	Temperate	0.000287116	1.94E-05
SRR8074456	Macaca fascicularis fascicularis	Omnivorous	Mammalia	Temperate	0.000265306	2.93E-06
SRR8074457	Macaca fascicularis fascicularis	Omnivorous	Mammalia	Temperate	0.000279831	1.59E-05
SRR8074458	Macaca fascicularis fascicularis	Omnivorous	Mammalia	Temperate	0.000264747	4.71E-06
SRR8074459	Macaca fascicularis fascicularis	Omnivorous	Mammalia	Temperate	0.000279275	1.25E-06
SRR8074460	Macaca fascicularis fascicularis	Omnivorous	Mammalia	Temperate	0.000273101	6.44E-05
SRR8074461	Macaca fascicularis fascicularis	Omnivorous	Mammalia	Temperate	0.000274891	5.66E-06
SRR8074474	Macaca fascicularis fascicularis	Omnivorous	Mammalia	Temperate	0.00027895	2.20E-05
SRR8074475	Macaca fascicularis fascicularis	Omnivorous	Mammalia	Temperate	0.000290594	-8.04E-06
SRR8074476	Macaca fascicularis fascicularis	Omnivorous	Mammalia	Temperate	0.000265656	5.56E-06
SRR8074477	Macaca fascicularis fascicularis	Omnivorous	Mammalia	Temperate	0.000278103	1.71E-05
SRR8074480	Macaca fascicularis fascicularis	Omnivorous	Mammalia	Temperate	0.000277242	1.00E-05
SRR8074512	Macaca fascicularis fascicularis	Omnivorous	Mammalia	Temperate	0.000296695	4.11E-06
SRR8074513	Macaca fascicularis fascicularis	Omnivorous	Mammalia	Temperate	0.00027566	6.30E-06
SRR8074514	Macaca fascicularis fascicularis	Omnivorous	Mammalia	Temperate	0.000282372	2.82E-06
SRR8074515	Macaca fascicularis fascicularis	Omnivorous	Mammalia	Temperate	0.000284261	1.57E-05
SRR8074516	Macaca fascicularis fascicularis	Omnivorous	Mammalia	Temperate	0.000309293	1.81E-05
SRR8074517	Macaca fascicularis fascicularis	Omnivorous	Mammalia	Temperate	0.000281247	2.21E-06
SRR8074518	Macaca fascicularis fascicularis	Omnivorous	Mammalia	Temperate	0.000289048	1.40E-05
SRR8074519	Macaca fascicularis fascicularis	Omnivorous	Mammalia	Temperate	0.000274304	-4.79E-06
SRR8074520	Macaca fascicularis fascicularis	Omnivorous	Mammalia	Temperate	0.000281275	-1.11E-06
SRR8074521	Macaca fascicularis fascicularis	Omnivorous	Mammalia	Temperate	0.000265975	6.68E-06
SRR8074522	Macaca fascicularis fascicularis	Omnivorous	Mammalia	Temperate	0.00027465	1.01E-05
SRR8074523	Macaca fascicularis fascicularis	Omnivorous	Mammalia	Temperate	0.000289987	-1.33E-06
SRR8074524	Macaca fascicularis fascicularis	Omnivorous	Mammalia	Temperate	0.000299532	2.55E-05
SRR8074525	Macaca fascicularis fascicularis	Omnivorous	Mammalia	Temperate	0.000293073	1.20E-05
SRR8074526	Macaca fascicularis fascicularis	Omnivorous	Mammalia	Temperate	0.000279104	1.61E-05
SRR8074527	Macaca fascicularis fascicularis	Omnivorous	Mammalia	Temperate	0.000293609	2.40E-05
SRR8074528	Macaca fascicularis fascicularis	Omnivorous	Mammalia	Temperate	0.000354329	1.96E-05
SRR8074529	Macaca fascicularis fascicularis	Omnivorous	Mammalia	Temperate	0.00030144	2.43E-05
SRR8074530	Macaca fascicularis fascicularis	Omnivorous	Mammalia	Temperate	0.000279377	-6.30E-06
SRR8074531	Macaca fascicularis fascicularis	Omnivorous	Mammalia	Temperate	0.000282654	-6.20E-06
SRR8074558	Macaca fascicularis fascicularis	Omnivorous	Mammalia	Temperate	0.000276134	7.27E-07
SRR8074559	Macaca fascicularis fascicularis	Omnivorous	Mammalia	Temperate	0.00026908	-4.15E-05
SRR8074560	Macaca fascicularis fascicularis	Omnivorous	Mammalia	Temperate	0.000331203	3.56E-05
SRR8074561	Macaca fascicularis fascicularis	Omnivorous	Mammalia	Temperate	0.000291109	8.88E-06
SRR8074562	Macaca fascicularis fascicularis	Omnivorous	Mammalia	Temperate	0.000293291	1.45E-05
SRR8074563	Macaca fascicularis fascicularis	Omnivorous	Mammalia	Temperate	0.000291823	-2.51E-06
SRR8074564	Macaca fascicularis fascicularis	Omnivorous	Mammalia	Temperate	0.000282117	6.15E-06
SRR8074565	Macaca fascicularis fascicularis	Omnivorous	Mammalia	Temperate	5.33E-05	6.73E-05
SRR8074566	Macaca fascicularis fascicularis	Omnivorous	Mammalia	Temperate	0.000276903	-6.47E-06
SRR8074567	Macaca fascicularis fascicularis	Omnivorous	Mammalia	Temperate	0.000281093	1.30E-05
SRR8074568	Macaca fascicularis fascicularis	Omnivorous	Mammalia	Temperate	-0.000127324	4.64E-06
SRR8074569	Macaca fascicularis fascicularis	Omnivorous	Mammalia	Temperate	0.000274251	3.67E-06
SRR8074570	Macaca fascicularis fascicularis	Omnivorous	Mammalia	Temperate	0.000295123	1.70E-05
SRR8074571	Macaca fascicularis fascicularis	Omnivorous	Mammalia	Temperate	0.000271451	4.42E-06
SRR8074572	Macaca fascicularis fascicularis	Omnivorous	Mammalia	Temperate	0.000294444	-2.20E-05
SRR8074573	Macaca fascicularis fascicularis	Omnivorous	Mammalia	Temperate	0.000275265	2.36E-06
SRR8074574	Macaca fascicularis fascicularis	Omnivorous	Mammalia	Temperate	0.000312676	3.64E-05
SRR8074575	Macaca fascicularis fascicularis	Omnivorous	Mammalia	Temperate	0.000273962	1.23E-05
SRR8074576	Macaca fascicularis fascicularis	Omnivorous	Mammalia	Temperate	0.000295756	1.28E-06
SRR8074577	Macaca fascicularis fascicularis	Omnivorous	Mammalia	Temperate	0.000296187	6.43E-06
SRR8074578	Macaca fascicularis fascicularis	Omnivorous	Mammalia	Temperate	0.0002694	5.61E-06
SRR8074579	Macaca fascicularis fascicularis	Omnivorous	Mammalia	Temperate	0.000267944	2.67E-06
SRR8074580	Macaca fascicularis fascicularis	Omnivorous	Mammalia	Temperate	0.000275083	4.59E-06
SRR8074581	Macaca fascicularis fascicularis	Omnivorous	Mammalia	Temperate	0.00027291	1.27E-05
SRR8074582	Macaca fascicularis fascicularis	Omnivorous	Mammalia	Temperate	0.00027961	6.72E-06
SRR8074583	Macaca fascicularis fascicularis	Omnivorous	Mammalia	Temperate	0.000279138	1.43E-05
SRR8074584	Macaca fascicularis fascicularis	Omnivorous	Mammalia	Temperate	0.000286836	2.03E-05
SRR8074585	Macaca fascicularis fascicularis	Omnivorous	Mammalia	Temperate	0.000280811	-2.92E-06
SRR8074586	Macaca fascicularis fascicularis	Omnivorous	Mammalia	Temperate	0.000272786	9.39E-06
SRR8074587	Macaca fascicularis fascicularis	Omnivorous	Mammalia	Temperate	0.000281908	1.37E-05
SRR8074591	Macaca fascicularis fascicularis	Omnivorous	Mammalia	Temperate	0.000279095	2.11E-06
SRR8074592	Macaca fascicularis fascicularis	Omnivorous	Mammalia	Temperate	5.07E-05	6.80E-05
SRR8074593	Macaca fascicularis fascicularis	Omnivorous	Mammalia	Temperate	0.000275251	-4.17E-06
SRR8074594	Macaca fascicularis fascicularis	Omnivorous	Mammalia	Temperate	0.000295644	2.55E-05
SRR8074595	Macaca fascicularis fascicularis	Omnivorous	Mammalia	Temperate	0.000268053	2.50E-06
SRR8074596	Macaca fascicularis fascicularis	Omnivorous	Mammalia	Temperate	0.000315012	1.99E-06
SRR8074597	Macaca fascicularis fascicularis	Omnivorous	Mammalia	Temperate	0.000288936	2.24E-05
SRR8074598	Macaca fascicularis fascicularis	Omnivorous	Mammalia	Temperate	0.000294402	-6.16E-06
SRR8074600	Macaca fascicularis fascicularis	Omnivorous	Mammalia	Temperate	0.000285542	7.44E-06
SRR8074601	Macaca fascicularis fascicularis	Omnivorous	Mammalia	Temperate	0.000276711	1.58E-05
SRR9003080	Microcebus murinus	Omnivorous	Mammalia	Subtropical	0.000267209	-3.66E-05
SRR9003084	Microcebus murinus	Omnivorous	Mammalia	Subtropical	0.000249212	-4.32E-05
SRR9003085	Microcebus murinus	Omnivorous	Mammalia	Subtropical	0.00026211	-4.84E-05
SRR9003086	Microcebus murinus	Omnivorous	Mammalia	Subtropical	0.000245959	-5.43E-05
SRR9003087	Microcebus murinus	Omnivorous	Mammalia	Subtropical	0.000234895	-6.67E-05
SRR9003088	Microcebus murinus	Omnivorous	Mammalia	Subtropical	0.00023835	-6.51E-05
SRR9003089	Microcebus murinus	Omnivorous	Mammalia	Subtropical	0.000277251	-4.03E-05
SRR9003090	Microcebus murinus	Omnivorous	Mammalia	Subtropical	0.000247165	-5.34E-05
SRR9003091	Microcebus murinus	Omnivorous	Mammalia	Subtropical	0.000226267	-6.36E-05
SRR9003092	Microcebus murinus	Omnivorous	Mammalia	Subtropical	0.000236349	-6.39E-05
SRR9003095	Microcebus murinus	Omnivorous	Mammalia	Subtropical	0.000258861	-4.29E-05
SRR9003096	Microcebus murinus	Omnivorous	Mammalia	Subtropical	0.000238613	-5.92E-05
SRR9003099	Microcebus murinus	Omnivorous	Mammalia	Subtropical	0.000232225	-5.01E-05
SRR9003105	Microcebus murinus	Omnivorous	Mammalia	Subtropical	0.000218699	-7.38E-05
SRR9003106	Microcebus murinus	Omnivorous	Mammalia	Subtropical	0.000251766	-4.97E-05
SRR9003107	Microcebus murinus	Omnivorous	Mammalia	Subtropical	0.000263431	-5.29E-05
SRR9003108	Microcebus murinus	Omnivorous	Mammalia	Subtropical	0.000240662	-4.57E-05
SRR9003109	Microcebus murinus	Omnivorous	Mammalia	Subtropical	0.000234013	-5.89E-05
SRR9003110	Microcebus murinus	Omnivorous	Mammalia	Subtropical	0.000231342	-6.09E-05
SRR9003111	Microcebus murinus	Omnivorous	Mammalia	Subtropical	0.000248858	-5.44E-05
SRR9003112	Microcebus murinus	Omnivorous	Mammalia	Subtropical	0.000277816	-4.71E-05
SRR9003113	Microcebus murinus	Omnivorous	Mammalia	Subtropical	0.000234596	-4.54E-05
SRR9003114	Microcebus murinus	Omnivorous	Mammalia	Subtropical	0.000252372	-4.38E-05
SRR9003115	Microcebus murinus	Omnivorous	Mammalia	Subtropical	0.000260166	-5.03E-05
SRR9003116	Microcebus murinus	Omnivorous	Mammalia	Subtropical	0.000233532	-6.33E-05
SRR9003117	Microcebus murinus	Omnivorous	Mammalia	Subtropical	0.000260816	-4.56E-05
SRR9003118	Microcebus murinus	Omnivorous	Mammalia	Subtropical	0.000231629	-6.35E-05
SRR9003119	Microcebus murinus	Omnivorous	Mammalia	Subtropical	0.00023744	-4.90E-05
SRR9003120	Microcebus murinus	Omnivorous	Mammalia	Subtropical	0.000246211	-4.65E-05
SRR9003121	Microcebus murinus	Omnivorous	Mammalia	Subtropical	0.000260958	-5.27E-05
SRR9003122	Microcebus murinus	Omnivorous	Mammalia	Subtropical	0.000247605	-6.60E-05
SRR9030619	Moschus berezovskii	Herbivorous	Mammalia	Temperate	0.000271544	-2.29E-05
SRR9030620	Moschus berezovskii	Herbivorous	Mammalia	Temperate	0.000284605	-1.72E-05
SRR9030621	Moschus berezovskii	Herbivorous	Mammalia	Temperate	0.000277944	-3.40E-05
SRR9030622	Moschus berezovskii	Herbivorous	Mammalia	Temperate	0.000244064	-4.24E-05
SRR9030662	Moschus berezovskii	Herbivorous	Mammalia	Temperate	0.000284804	-1.47E-05
SRR9033589	Moschus berezovskii	Herbivorous	Mammalia	Temperate	0.000267719	-3.22E-05
SRR9033590	Moschus berezovskii	Herbivorous	Mammalia	Temperate	0.000241752	-3.70E-05
SRR9033621	Moschus berezovskii	Herbivorous	Mammalia	Temperate	0.000253654	-2.07E-05
SRR9033622	Moschus berezovskii	Herbivorous	Mammalia	Temperate	0.000266589	-3.10E-05
SRR9033671	Moschus berezovskii	Herbivorous	Mammalia	Temperate	0.000255613	-3.49E-05
SRR9033701	Moschus berezovskii	Herbivorous	Mammalia	Temperate	0.000242559	-3.56E-05
SRR9033702	Moschus berezovskii	Herbivorous	Mammalia	Temperate	0.000237371	-3.47E-05
SRR9033703	Moschus berezovskii	Herbivorous	Mammalia	Temperate	0.000239198	-3.89E-05
SRR9033704	Moschus berezovskii	Herbivorous	Mammalia	Temperate	0.000246363	-3.37E-05
SRR9033705	Moschus berezovskii	Herbivorous	Mammalia	Temperate	0.000240298	-2.76E-05
SRR9033706	Moschus berezovskii	Herbivorous	Mammalia	Temperate	0.000245718	-3.06E-05
SRR9033708	Moschus berezovskii	Herbivorous	Mammalia	Temperate	0.00023453	-5.39E-05
SRR9033709	Moschus berezovskii	Herbivorous	Mammalia	Temperate	0.000253065	-2.73E-05
SRR9033710	Moschus berezovskii	Herbivorous	Mammalia	Temperate	0.000247835	-3.92E-05
SRR9033711	Moschus berezovskii	Herbivorous	Mammalia	Temperate	0.000232632	-3.69E-05
SRR9036964	Ursus maritimus	Carnivorous	Mammalia	Polar	0.000215017	-7.58E-05
SRR9036965	Ursus maritimus	Carnivorous	Mammalia	Polar	0.000211876	-0.000119949
SRR9036966	Ursus maritimus	Carnivorous	Mammalia	Polar	0.000135732	-6.73E-05
SRR9036967	Ursus maritimus	Carnivorous	Mammalia	Polar	0.000179326	-8.62E-05
SRR9036968	Ursus maritimus	Carnivorous	Mammalia	Polar	0.000202159	-0.000130622
SRR9036969	Ursus maritimus	Carnivorous	Mammalia	Polar	0.000207991	-0.000118809
SRR9036970	Ursus maritimus	Carnivorous	Mammalia	Polar	0.000169096	-8.42E-05
SRR9036971	Ursus maritimus	Carnivorous	Mammalia	Polar	0.000196593	-9.18E-05
SRR9036972	Ursus maritimus	Carnivorous	Mammalia	Polar	0.000137899	-8.89E-05
SRR9036973	Ursus maritimus	Carnivorous	Mammalia	Polar	0.00018299	-8.63E-05
SRR9036974	Ursus maritimus	Carnivorous	Mammalia	Polar	0.000200511	-0.000117277
SRR9036975	Ursus maritimus	Carnivorous	Mammalia	Polar	0.000188802	-9.85E-05
SRR9036976	Ursus maritimus	Carnivorous	Mammalia	Polar	0.000213061	-0.000101548
SRR9036977	Ursus maritimus	Carnivorous	Mammalia	Polar	0.000195942	-8.88E-05
SRR9036978	Ursus maritimus	Carnivorous	Mammalia	Polar	0.000214057	-0.000114302
SRR9036979	Ursus maritimus	Carnivorous	Mammalia	Polar	0.000230326	-8.58E-05
SRR9036980	Ursus maritimus	Carnivorous	Mammalia	Polar	0.000114189	-6.75E-05
SRR9036981	Ursus maritimus	Carnivorous	Mammalia	Polar	0.000201641	-0.000116022
SRR9036982	Ursus maritimus	Carnivorous	Mammalia	Polar	0.000235817	-0.000109502
SRR9036983	Ursus maritimus	Carnivorous	Mammalia	Polar	0.000208632	-0.000104234
SRR9036984	Ursus maritimus	Carnivorous	Mammalia	Polar	0.000208645	-9.77E-05
SRR9036985	Ursus maritimus	Carnivorous	Mammalia	Polar	0.000216703	-0.000201227
SRR9036986	Ursus maritimus	Carnivorous	Mammalia	Polar	0.000186907	-9.94E-05
SRR9036987	Ursus maritimus	Carnivorous	Mammalia	Polar	8.17E-05	0.000218848
SRR9036988	Ursus maritimus	Carnivorous	Mammalia	Polar	0.000210631	-8.42E-05
SRR9036989	Ursus maritimus	Carnivorous	Mammalia	Polar	0.000222936	-0.000110415
SRR9036990	Ursus maritimus	Carnivorous	Mammalia	Polar	0.000199952	-0.000100074
SRR9036991	Ursus maritimus	Carnivorous	Mammalia	Polar	0.00019554	-7.64E-05
SRR9036992	Ursus maritimus	Carnivorous	Mammalia	Polar	0.000166071	-7.91E-05
SRR9036993	Ursus maritimus	Carnivorous	Mammalia	Polar	0.000183352	-8.09E-05
SRR9036994	Ursus maritimus	Carnivorous	Mammalia	Polar	0.000205752	-0.00012419
SRR9036995	Ursus maritimus	Carnivorous	Mammalia	Polar	0.000200902	-8.26E-05
SRR9036996	Ursus maritimus	Carnivorous	Mammalia	Polar	0.000207947	-0.000110778
SRR9036997	Ursus maritimus	Carnivorous	Mammalia	Polar	0.00019942	-0.000122521
SRR9036998	Ursus maritimus	Carnivorous	Mammalia	Polar	0.000205628	-9.95E-05
SRR9036999	Ursus maritimus	Carnivorous	Mammalia	Polar	0.000192779	-0.000128946
SRR9037000	Ursus maritimus	Carnivorous	Mammalia	Polar	0.000125136	5.58E-05
SRR9037001	Ursus maritimus	Carnivorous	Mammalia	Polar	0.000203562	-0.000106084
SRR9037002	Ursus maritimus	Carnivorous	Mammalia	Polar	0.000207547	-9.49E-05
SRR9037003	Ursus maritimus	Carnivorous	Mammalia	Polar	0.000186877	-0.000103276
SRR9037004	Ursus maritimus	Carnivorous	Mammalia	Polar	0.000126062	-5.68E-05
SRR9037005	Ursus maritimus	Carnivorous	Mammalia	Polar	0.000136501	-6.51E-05
SRR9037006	Ursus maritimus	Carnivorous	Mammalia	Polar	0.000213507	-0.000125435
SRR9037007	Ursus maritimus	Carnivorous	Mammalia	Polar	0.000211616	-9.79E-05
SRR9037008	Ursus maritimus	Carnivorous	Mammalia	Polar	0.000186784	-9.70E-05
